Home Assistant notifications (Log started: 2021-03-03T03:46:20.204063+00:00)
--------------------------------------------------------------------------------
(34, 0, 0)
(78, 0, 0)
(133, 117, 89)
(133, 109, 89)
(134, 112, 90)
(131, 152, -179)
(125, 108, -89)
(125, 144, -89)
(125, 47, -90)
(125, 80, -89)
(125, 0, -165)
(117, 22, 90)
(115, 5, 90)
(115, 95, 89)
(117, 64, 90)
(117, 157, 90)
(117, 123, 89)
(117, 209, 89)
(116, 187, 89)
(111, 244, -179)
Finished
